"Brand","Year","UsedOrNew","Transmission","Cylinders","EngineDisplacement","DriveType","FuelType","Litersper100km","Kilometres","City","State","BodyType","Doors","Seats","Price"
"GWM",2022,"NEW","Automatic",4,2,"Front","Unleaded",7.5,15,"Kirrawee","NSW","SUV",4,5,41485
"Mazda",2021,"USED","Automatic",4,3,"4WD","Diesel",8,33132,"North Strathfield","NSW","Ute / Tray",4,5,56950
"Subaru",2018,"USED","Automatic",4,2.5,"AWD","Unleaded",7.3,91864,"Liverpool","NSW","Sedan",4,5,24990
"Mitsubishi",2016,"USED","Automatic",4,2.4,"AWD","Unleaded",7.5,105012,"Smithfield","NSW","SUV",4,5,21950
"Holden",2018,"USED","Automatic",4,2.8,"Rear","Diesel",8.8,177141,"North Strathfield","NSW","Ute / Tray",4,5,21950
"Volkswagen",2018,"USED","Automatic",4,2,"AWD","Premium",7.5,122256,"Smeaton Grange","NSW","SUV",4,5,24990
"Subaru",2017,"USED","Automatic",4,2,"AWD","Unleaded",7,111480,"Homebush","NSW","SUV",4,5,25999
"Mazda",2011,"USED","Manual",5,3.2,"Rear","Diesel",8.4,182676,"Minchinbury","NSW","Ute / Tray",4,5,16995
"Honda",2019,"USED","Automatic",4,1.5,"Front","Unleaded",7.3,59860,"Stanmore","NSW","SUV",4,7,34990
"Hyundai",2022,"USED","Manual",4,2,"Front","Premium",8.2,3522,"Liverpool","NSW","Sedan",4,5,54990
"Mercedes-Benz",2010,"USED","Automatic",4,2,"Front","Premium",8.1,170000,"Granville","NSW","Hatchback",5,5,8995
"Mazda",2013,"USED","Automatic",4,2.5,"AWD","Unleaded",7.4,149666,"Liverpool","NSW","SUV",4,5,17886
"Toyota",2021,"USED","Automatic",6,3.5,"AWD","Premium",8.8,17910,"Brookvale","NSW","SUV",5,7,56880
"Volkswagen",2023,"NEW","Automatic",4,2,"AWD","Premium",7.3,15,"Blacktown","NSW","SUV",4,5,59650
"Hyundai",2016,"USED","Automatic",4,2,"AWD","Diesel",6.8,122401,"Minchinbury","NSW","SUV",4,5,26990
"Volvo",2014,"USED","Automatic",4,2,"Front","Premium",7,92285,"Artarmon","NSW","SUV",4,5,23989
"Porsche",2016,"USED","Automatic",6,3,"AWD","Premium",8.7,114202,"Penrith","NSW","SUV",4,5,59950
"Honda",2006,"USED","Automatic",6,3,"Front","Unleaded",10.6,209508,"Lansvale","NSW","Sedan",4,5,6949
"Toyota",2021,"USED","Automatic",4,1.8,"Front","Hybrid",4.2,43083,"Castle Hill","NSW","Hatchback",5,5,33990
"Audi",2019,"USED","Automatic",4,2,"AWD","Premium",7.3,49431,"Artarmon","NSW","SUV",4,5,54990
"Isuzu",2016,"USED","Automatic",4,3,"Rear","Diesel",7.9,173007,"Bankstown","NSW","Ute / Tray",4,5,23888
"Holden",2016,"USED","Automatic",4,2.8,"4WD","Diesel",9.1,73059,"Smeaton Grange","NSW","Ute / Tray",4,5,38888
"Mazda",2009,"USED","Automatic",4,2.5,"Front","Unleaded",9.4,162018,"Lansvale","NSW","SUV",4,5,10949
"Toyota",2020,"USED","Automatic",3,1.5,"Front","Hybrid",3.8,55929,"Alexandria","NSW","SUV",4,5,32990
"Mini",2018,"USED","Automatic",4,2,"Front","Premium",5.7,26758,"Brookvale","NSW","Convertible",2,4,42999
"Kia",2018,"USED","Automatic",4,2,"Front","Unleaded",7.9,176576,"Minchinbury","NSW","SUV",4,5,18995
"Kia",2008,"USED","Automatic",6,2.7,"Front","Unleaded",11,262175,"Minchinbury","NSW","Wagon",4,8,7995
"Holden",2011,"USED","Automatic",4,1.4,"Front","Unleaded",6.9,211309,"Saint Marys","NSW","Sedan",4,5,7950
"Volkswagen",2018,"USED","Automatic",4,2,"AWD","Premium",7.4,63751,"Caringbah","NSW","Wagon",4,5,41990
"Audi",2010,"USED","Automatic",4,2,"AWD","Premium",7.5,44175,"Artarmon","NSW","Hatchback",5,4,26990
"Ford",2012,"USED","Automatic",4,1.6,"Front","Unleaded",6.1,102864,"Kogarah","NSW","Hatchback",5,5,9950
"Kia",2018,"USED","Automatic",6,3.3,"Front","Unleaded",11.6,64847,"Brookvale","NSW","Wagon",4,8,46990
"Hyundai",2012,"USED","Automatic",4,2.2,"AWD","Diesel",7.3,139586,"Minchinbury","NSW","SUV",4,7,20995
"Ford",2016,"USED","Automatic",5,3.2,"4WD","Diesel",9.2,254164,"Campbelltown","NSW","Ute / Tray",4,5,29888
"Audi",2015,"USED","Automatic",4,2,"AWD","Premium",6.9,83657,"Artarmon","NSW","Sedan",4,5,33990
"Audi",2020,"USED","Automatic",8,4,"AWD","Hybrid",11.6,43003,"Pennant Hills","NSW","Other",4,5,189990
"Toyota",2018,"USED","Automatic",4,2.8,"4WD","Diesel",8.5,232955,"North Strathfield","NSW","Ute / Tray",4,5,32950
"Holden",2014,"USED","Automatic",4,2.8,"4WD","Diesel",9.1,136416,"Kirrawee","NSW","Ute / Tray",4,5,26990
"Toyota",2015,"USED","Automatic",4,2.8,"AWD","Diesel",8.6,65605,"Granville","NSW","SUV",4,7,44990
"Mitsubishi",2010,"USED","Automatic",4,2,"Front","Unleaded",8.2,158011,"Lansvale","NSW","Sedan",4,5,9999
"Nissan",2021,"USED","Automatic",3,1,"Front","Premium",5.8,8638,"Arncliffe","NSW","SUV",5,5,37990
"Volkswagen",2022,"USED","Automatic",6,3,"AWD","Diesel",6.8,15695,"Blacktown","NSW","SUV",4,5,109280
"Nissan",2017,"USED","Automatic",4,2,"Front","Unleaded",6.9,85157,"Liverpool","NSW","SUV",4,5,27990
"Toyota",2023,"USED","Automatic",4,2.5,"AWD","Hybrid",4.8,182,"Castle Hill","NSW","SUV",5,5,64990
"Mazda",2018,"USED","Automatic",4,2,"Front","Unleaded",5.8,38363,"Wollongong","NSW","Hatchback",5,5,26888
"BMW",2016,"USED","Automatic",6,3,"Rear","Premium",7.6,105672,"Rydalmere","NSW","Hatchback",5,5,37950
"Toyota",2017,"USED","Automatic",4,1.3,"Front","Unleaded",6.4,46376,"Chatswood","NSW","Hatchback",5,5,24388
"Audi",2021,"USED","Automatic",8,4,"AWD","Hybrid",7.6,34412,"Blacktown","NSW","SUV",4,7,158880
"Ford",2019,"USED","Automatic",5,3.2,"4WD","Diesel",8.9,85550,"Singleton","NSW","Ute / Tray",4,5,53990
"Land",2014,"USED","Automatic",4,2.2,"AWD","Diesel",6,182056,"Five Dock","NSW","SUV",5,5,18999
"Mitsubishi",2010,"USED","Automatic",6,3,"4WD","Unleaded",10.4,117999,"Minchinbury","NSW","SUV",4,5,14990
"Hyundai",2015,"USED","Automatic",4,1.6,"Front","Unleaded",7.1,112049,"Alexandria","NSW","Hatchback",3,4,20990
"Ford",2020,"USED","Automatic",3,1,"Front","Premium",5.3,45622,"Kirrawee","NSW","SUV",5,5,31999
"Subaru",2016,"USED","Automatic",4,2.5,"AWD","Unleaded",8.1,94800,"McDougalls Hill","NSW","SUV",4,5,27990
"Land",2018,"USED","Automatic",6,3,"4WD","Diesel",7.2,147632,"Artarmon","NSW","SUV",4,5,52800
"Mitsubishi",2018,"USED","Automatic",4,2.4,"4WD","Diesel",7.6,97109,"Liverpool","NSW","Ute / Tray",2,4,33888
"MG",2021,"USED","Automatic",4,1.5,"Front","Unleaded",7.3,25253,"Ryde","NSW","SUV",4,5,23150
"Mitsubishi",2016,"USED","Automatic",4,2.4,"4WD","Diesel",7.6,154179,"Singleton","NSW","Ute / Tray",4,5,28990
"Volkswagen",2019,"USED","Automatic",6,3,"AWD","Diesel",7.4,76293,"Chatswood","NSW","SUV",4,5,68880
"Subaru",2015,"USED","Automatic",4,2.5,"AWD","Premium",7.3,109232,"Blacktown","NSW","SUV",4,5,22888
"Volkswagen",2019,"USED","Automatic",4,2,"4WD","Diesel",8.3,89388,"Liverpool","NSW","Ute / Tray",4,5,37990
"Hyundai",2012,"USED","Automatic",4,1.6,"Front","Unleaded",6.4,193101,"Campbelltown","NSW","Hatchback",3,4,15950
"Honda",2019,"USED","Automatic",4,1.5,"Front","Unleaded",7,32748,"Liverpool","NSW","SUV",4,5,32990
"Ford",2019,"USED","Automatic",4,2,"4WD","Diesel",8.2,114956,"Campbelltown","NSW","Ute / Tray",4,5,61950
"Toyota",2020,"USED","Automatic",4,2.5,"Front","Hybrid",4.2,53897,"McDougalls Hill","NSW","Sedan",4,5,38990
"Mitsubishi",2015,"USED","Manual",4,2.5,"4WD","Diesel",8.1,174677,"Minchinbury","NSW","Ute / Tray",4,5,22990
"Subaru",2011,"USED","Manual",4,2,"AWD","Diesel",6.4,238850,"Five Dock","NSW","SUV",4,5,8999
"Holden",2013,"USED","Automatic",6,3,"AWD","Unleaded",10.1,215580,"Minchinbury","NSW","SUV",4,7,9800
"Mazda",2015,"USED","Manual",5,3.2,"4WD","Diesel",8.9,310230,"Cardiff","NSW","Ute / Tray",2,3,17913
"Hyundai",2020,"USED","Automatic",4,2,"Front","Unleaded",7.2,66023,"Granville","NSW","SUV",4,5,32990
"BMW",2017,"USED","Automatic",4,2,"Rear","Premium",5.9,117220,"Ryde","NSW","Coupe",2,4,31888
"Toyota",2019,"USED","Automatic",4,2,"Front","Unleaded",7,70093,"Smithfield","NSW","SUV",4,5,34800
"Volkswagen",2018,"USED","Automatic",6,3,"4WD","Diesel",8.9,83639,"Alexandria","NSW","Ute / Tray",4,5,49990
"Volkswagen",2023,"DEMO","Automatic",4,2,"AWD","Premium",8.6,10,"Mascot","NSW","SUV",4,7,62990
"Mazda",2014,"USED","Automatic",4,1.5,"Front","Unleaded",4.9,114486,"Blacktown","NSW","Hatchback",5,5,17880
"Holden",2015,"USED","Automatic",4,2.2,"AWD","Diesel",8.1,192202,"Penrith","NSW","SUV",4,7,13950
"Mazda",2014,"USED","Manual",5,3.2,"Rear","Diesel",8.4,223599,"Penrith","NSW","Ute / Tray",2,3,18999
"Nissan",2011,"USED","Automatic",6,3.5,"Front","Premium",10.2,70750,"Singleton","NSW","Sedan",4,5,12990
"MG",2022,"USED","Automatic",3,1.3,"Front","Unleaded",7.3,7990,"Granville","NSW","SUV",5,5,30490
"BMW",2014,"USED","Automatic",4,1.6,"Rear","Premium",5.8,94598,"Blacktown","NSW","Hatchback",5,5,16999
"Holden",2014,"USED","Automatic",6,3.6,"Rear","LPG",11.8,188919,"Mcgraths Hill","NSW","Wagon",4,5,15990
"Mazda",2012,"USED","Automatic",4,2.5,"Front","Unleaded",9.4,212145,"Campbelltown","NSW","SUV",4,5,8950
"Holden",2012,"USED","Automatic",4,2.2,"AWD","Diesel",8.3,166758,"Saint Marys","NSW","SUV",4,7,9990
"Volkswagen",2016,"USED","Automatic",4,1.2,"Front","Premium",4.8,83470,"Alexandria","NSW","Hatchback",5,5,16990
"Isuzu",2015,"USED","Automatic",4,3,"4WD","Diesel",8.1,250200,"Labrador","QLD","Ute / Tray",4,5,26990
"Nissan",2013,"USED","Automatic",4,3,"4WD","Diesel",11.8,182439,"Minchinbury","NSW","SUV",4,5,39995
"BMW",2021,"USED","Automatic",4,2,"Rear","Unleaded",7.4,29206,"Sylvania","NSW","SUV",4,5,66988
"Toyota",2018,"USED","Automatic",4,1.8,"Front","Unleaded",6.1,77205,"Pendle Hill","NSW","Hatchback",5,5,21950
"Kia",2015,"USED","Automatic",4,1.8,"Front","Unleaded",7.1,119190,"Smithfield","NSW","Hatchback",5,5,14800
"Volkswagen",2023,"NEW","Automatic",4,2,"AWD","Premium",8.1,15,"Blacktown","NSW","Wagon",4,5,74443
"Maserati",2018,"USED","Automatic",6,3,"Rear","Premium",8.9,56188,"Arncliffe","NSW","Sedan",4,5,78990
"Volkswagen",2015,"USED","Automatic",4,1.4,"Front","Premium",5.4,59302,"Lidcombe","NSW","Hatchback",5,5,18990
"Kia",2019,"USED","Automatic",4,2.2,"Front","Diesel",7.6,56044,"Waterloo","NSW","Wagon",4,8,37888
"Mitsubishi",2017,"USED","Automatic",4,2.4,"4WD","Diesel",7.6,198160,"Liverpool","NSW","Ute / Tray",4,5,28888
"Honda",2009,"USED","Automatic",4,1.8,"Front","Unleaded",7.2,73917,"West Ryde","NSW","Sedan",4,5,10990
"Holden",2016,"USED","Automatic",4,2.4,"Front","Unleaded",9,66600,"Lilydale","VIC","SUV",4,7,18990
"Suzuki",2020,"USED","Automatic",4,1.4,"Front","Unleaded",5.4,19357,"Warwick Farm","NSW","Hatchback",4,5,19750
"Hyundai",2013,"USED","Automatic",4,2,"AWD","Diesel",7.5,129000,"Lidcombe","NSW","SUV",4,5,16990
"Mercedes-Benz",2004,"USED","Automatic",8,5.4,"Rear","Premium",0,167083,"Liverpool","NSW","Sedan",4,5,38950
"Toyota",2020,"USED","Automatic",4,2.8,"4WD","Diesel",8.4,43199,"South Hurstville","NSW","Ute / Tray",4,5,70990
"Holden",2014,"USED","Automatic",4,2.2,"AWD","Diesel",8.1,178750,"Saint Marys","NSW","SUV",4,7,13555
"Subaru",2016,"USED","Manual",4,2,"AWD","Diesel",6.3,227284,"Minchinbury","NSW","SUV",4,5,19995
"Citroen",2013,"USED","Manual",4,1.6,"Front","Premium",6.7,82680,"Saint Marys","NSW","Hatchback",3,5,9777
"Volkswagen",2023,"NEW","Automatic",4,2,"AWD","Premium",8.6,15,"Blacktown","NSW","SUV",4,7,62662
"Audi",2009,"USED","Automatic",4,2,"Front","Premium",7.8,169651,"Five Dock","NSW","Coupe",2,4,13999
"Toyota",2022,"USED","Automatic",4,2.5,"AWD","Hybrid",5.6,46011,"Pennant Hills","NSW","SUV",5,7,77777
"Volkswagen",2023,"NEW","Automatic",4,2,"AWD","Premium",8.1,26,"Fairfield","VIC","Wagon",4,5,71138
"Volkswagen",2021,"USED","Automatic",4,2,"Front","Diesel",4.9,7400,"Auburn","NSW","Commercial",2,2,47990
"Subaru",2018,"USED","Automatic",4,2,"AWD","Diesel",6.3,43725,"Padstow","NSW","SUV",4,5,36990
"Toyota",2018,"USED","Automatic",4,2,"Front","Unleaded",6,82509,"Lansvale","NSW","Hatchback",5,5,23999
"Toyota",2009,"USED","Automatic",4,1.8,"Front","Unleaded",7.7,214391,"Minchinbury","NSW","Hatchback",5,5,11990
"Mazda",2017,"USED","Automatic",4,2.5,"AWD","Unleaded",7.5,65969,"Lilydale","VIC","SUV",4,5,34999
"Toyota",2012,"USED","Automatic",4,3,"Rear","Diesel",8,182483,"Lidcombe","NSW","Commercial",4,3,25999
"Ford",2013,"USED","Automatic",6,2.7,"Rear","Diesel",8.2,133000,"Eastern Creek","NSW","SUV",4,5,15990
"Mitsubishi",2018,"USED","Automatic",4,2.4,"4WD","Diesel",8,73958,"Chatswood","NSW","SUV",4,7,44990
"Toyota",2013,"USED","Automatic",4,2.5,"Front","Unleaded",7.8,180223,"Minchinbury","NSW","Sedan",4,5,14990
"Toyota",2012,"USED","Automatic",4,1.3,"Front","Unleaded",6.3,152805,"Cabramatta","NSW","Hatchback",5,5,11990
"Mitsubishi",2010,"USED","Automatic",4,2,"Front","Unleaded",8.3,107135,"Minchinbury","NSW","Hatchback",5,5,13990
"Mitsubishi",2016,"USED","Manual",4,2.4,"Rear","Unleaded",10.9,80559,"Minchinbury","NSW","Ute / Tray",2,2,19990
"Holden",2016,"USED","Automatic",4,2.8,"4WD","Diesel",9.1,79552,"Liverpool","NSW","Ute / Tray",4,5,39990
"MG",2021,"USED","Automatic",4,1.5,"Front","Unleaded",7.3,20000,"Ryde","NSW","SUV",4,5,23580
"Mercedes-Benz",2018,"USED","Automatic",6,3,"AWD","Premium",8.5,33000,"Molendinar","QLD","Coupe",2,4,86990
"Ford",2018,"USED","Automatic",5,3.2,"4WD","Diesel",8.7,39576,"Brookvale","NSW","Ute / Tray",4,5,51990
"Kia",2021,"USED","Automatic",4,2,"Front","Unleaded",7.9,42730,"Warwick Farm","NSW","SUV",4,5,29900
"Renault",2021,"USED","Automatic",4,2.5,"Front","Unleaded",8.1,22724,"Ryde","NSW","SUV",4,5,28888
"Volkswagen",2023,"NEW","Automatic",4,2,"AWD","Premium",7.3,30,"Fairfield","VIC","SUV",4,5,54050
"Jeep",2015,"USED","Automatic",6,3.6,"4WD","Unleaded",11.3,97102,"Auburn","NSW","SUV",2,4,40888
"Toyota",2013,"USED","Automatic",4,2,"Rear","Premium",7.1,74420,"Arncliffe","NSW","Coupe",2,4,29990
"Volkswagen",2023,"DEMO","Automatic",4,2,"AWD","Premium",8.1,2200,"Mascot","NSW","SUV",4,5,54990
"Mazda",2010,"USED","Automatic",4,2,"Front","Unleaded",8.2,118013,"Camden","NSW","Hatchback",5,5,11995
"Kia",2016,"USED","Automatic",6,3.3,"Front","Unleaded",11.6,145263,"Minchinbury","NSW","Wagon",4,8,26995
"Kia",2012,"USED","Automatic",4,2.2,"AWD","Diesel",7.4,248746,"Regents Park","NSW","SUV",4,7,8990
"Citroen",2012,"USED","Automatic",4,1.6,"Front","Premium",7.7,114592,"Molendinar","QLD","Wagon",4,5,10990
"Mitsubishi",2023,"USED","Automatic",4,2.4,"4WD","Diesel",8.6,67,"Ryde","NSW","Ute / Tray",4,5,44480
"Toyota",2019,"USED","Automatic",4,2.5,"Front","Unleaded",7.8,61459,"Alexandria","NSW","Sedan",4,5,26990
"Volkswagen",2018,"USED","Automatic",4,1.4,"Front","Premium",5.6,101095,"Liverpool","NSW","Wagon",4,5,24990
"Mazda",2022,"DEMO","Automatic",4,3,"4WD","Diesel",8,1201,"Stanmore","NSW","Ute / Tray",4,5,68990
"Holden",2016,"USED","Automatic",4,2.8,"4WD","Diesel",9.1,186650,"Granville","NSW","Ute / Tray",2,2,24950
"Audi",2014,"USED","Automatic",4,1.4,"Front","Premium",5.3,46961,"Kirrawee","NSW","Hatchback",5,5,15683
"Toyota",2005,"USED","Manual",4,2.4,"Front","Unleaded",8.8,199931,"Leichhardt","NSW","Sedan",4,5,6750
"Land",2019,"USED","Automatic",4,2,"AWD","Premium",8.1,34525,"Campbelltown","NSW","SUV",4,5,79990
"Jeep",2014,"USED","Automatic",6,3,"4WD","Diesel",7.5,197156,"Minchinbury","NSW","SUV",4,5,19980
"Volkswagen",2007,"USED","Automatic",4,2,"Front","Diesel",6.9,192158,"Upper Ferntree Gully","VIC","Convertible",2,4,11490
"Toyota",2019,"USED","Automatic",4,2.5,"Front","Hybrid",4.2,30892,"Warwick Farm","NSW","Sedan",4,5,36995
"Ford",2017,"USED","Manual",5,3.2,"4WD","Diesel",8.3,219622,"Penrith","NSW","Ute / Tray",4,5,29950
"Kia",2020,"USED","Automatic",4,2,"Front","Unleaded",7.9,59601,"Blacktown","NSW","SUV",4,5,31878
"Toyota",2015,"USED","Manual",4,3,"Rear","Diesel",8.1,287000,"Labrador","QLD","Ute / Tray",2,4,17990
"BMW",2018,"USED","Automatic",4,2,"AWD","Premium",6.6,47799,"Rozelle","NSW","SUV",4,5,45800
"MG",2022,"USED","Automatic",4,1.5,"Front","Unleaded",7.3,26899,"Ryde","NSW","SUV",4,5,31880
"Toyota",2018,"USED","Automatic",6,3.5,"Front","Unleaded",8.9,48727,"Waterloo","NSW","Sedan",4,5,35888
"Toyota",2009,"USED","Automatic",4,2.4,"Front","Unleaded",9.9,269179,"Minchinbury","NSW","Sedan",4,5,9990
"Toyota",2006,"USED","Automatic",4,1.3,"Front","Unleaded",6.5,229569,"Lansvale","NSW","Hatchback",5,5,7949
"Volkswagen",2023,"NEW","Automatic",4,1.4,"Front","Premium",6.3,15,"Blacktown","NSW","SUV",4,5,40771
"Ford",2015,"USED","Automatic",4,1.6,"AWD","Premium",7.7,92274,"Camden","NSW","SUV",4,5,14995
"Volkswagen",2022,"DEMO","Automatic",3,1,"Front","Premium",5.4,201,"Fairfield","VIC","SUV",4,5,41934
"Hyundai",2023,"USED","Automatic",4,2,"Front","Premium",8.5,19,"Blacktown","NSW","Hatchback",5,5,66990
"Subaru",2020,"USED","Automatic",4,2,"AWD","Unleaded",7,50755,"Chatswood","NSW","SUV",4,5,33388
"Mazda",2021,"USED","Automatic",4,3,"Front","Diesel",8,45120,"Arncliffe","NSW","Ute / Tray",4,2,45990
"Mercedes-Benz",2018,"USED","Automatic",4,2,"AWD","Premium",7.2,72819,"Castle Hill","NSW","SUV",4,5,49990
"Renault",2020,"USED","Automatic",4,2.5,"Front","Unleaded",8.1,42810,"Lilydale","VIC","SUV",4,5,32999
"Nissan",2022,"USED","Automatic",4,2.5,"Front","Unleaded",7.9,15785,"Warwick Farm","NSW","SUV",4,5,33995
"Subaru",2015,"USED","Automatic",4,2,"AWD","Diesel",6.3,164532,"Mcgraths Hill","NSW","SUV",4,5,16990
"Volvo",2014,"USED","Automatic",4,1.6,"Front","Premium",7.4,178509,"Cabramatta","NSW","Sedan",4,5,13990
"Audi",2021,"USED","Automatic",6,3,"AWD","Hybrid",6.8,26322,"Rozelle","NSW","SUV",4,7,99800
"Mazda",2007,"USED","Automatic",4,2.3,"Front","Unleaded",8.6,160796,"Lansvale","NSW","Sedan",4,5,7750
"Toyota",2018,"USED","Automatic",4,2.5,"Front","Unleaded",8.3,91023,"West Ryde","NSW","Sedan",4,5,29388
"Volkswagen",2022,"DEMO","Automatic",4,2,"Front","Premium",6.2,1620,"Fairfield","VIC","Wagon",4,5,64888
"Isuzu",2018,"USED","Automatic",4,3,"Rear","Diesel",7.5,308057,"Kirrawee","NSW","Ute / Tray",2,2,17800
"Toyota",2021,"USED","Automatic",4,1.8,"Front","Hybrid",4.2,44082,"Liverpool","NSW","Hatchback",5,5,32888
"Mitsubishi",2013,"USED","Automatic",4,2,"Front","Unleaded",6.6,141211,"Granville","NSW","SUV",4,5,14984
"Toyota",2017,"USED","Automatic",4,1.2,"AWD","Premium",5.6,64566,"Brookvale","NSW","SUV",4,5,29999
"Mini",2020,"USED","Automatic",4,2,"Front","Premium",7,28680,"Darlinghurst","NSW","Convertible",2,4,57999
"Peugeot",2015,"USED","Automatic",3,1.2,"Front","Premium",5.1,84530,"Castle Hill","NSW","Hatchback",5,5,14990
"Hyundai",2010,"USED","Automatic",4,1.4,"Front","Unleaded",7,296578,"Chester Hill","NSW","Hatchback",3,5,3999
"Holden",2017,"USED","Automatic",6,3,"AWD","Unleaded",10.1,47638,"Wollongong","NSW","SUV",4,7,23888
"Nissan",2012,"USED","Automatic",4,2,"Front","Unleaded",8.2,192852,"Haberfield","NSW","SUV",4,5,11888
"Toyota",2012,"USED","Manual",4,3,"Rear","Diesel",8.1,323542,"Blacktown","NSW","Ute / Tray",4,5,13490
"Nissan",2011,"USED","Automatic",4,2,"Front","Unleaded",8.2,222099,"Chester Hill","NSW","SUV",4,5,7499
"Volkswagen",2022,"DEMO","Automatic",3,1,"Front","Premium",5.4,2605,"Fairfield","VIC","SUV",4,5,38488
"Volkswagen",2018,"USED","Automatic",3,1,"Front","Premium",4.9,50455,"Wollongong","NSW","Hatchback",5,5,24888
"Toyota",2019,"USED","Automatic",4,2.5,"AWD","Hybrid",4.8,42797,"Warwick Farm","NSW","SUV",5,5,53888
"Holden",2013,"USED","Automatic",4,1.2,"Front","Unleaded",5.8,156000,"Windsor","NSW","Hatchback",5,5,8888
"Toyota",2014,"USED","Automatic",4,1.8,"Front","Unleaded",6.6,151148,"Pendle Hill","NSW","Hatchback",5,5,16950
"Hyundai",2015,"USED","Automatic",4,1.4,"Front","Unleaded",6.2,107419,"Minto","NSW","Hatchback",5,5,13950
"Volkswagen",2015,"USED","Automatic",4,1.6,"Front","Diesel",5.7,50420,"Thornleigh","NSW","Commercial",3,2,29990
"Holden",2018,"USED","Automatic",4,2.8,"4WD","Diesel",8.6,172952,"Blacktown","NSW","Ute / Tray",4,5,24888
"Audi",2008,"USED","Automatic",6,3,"AWD","Diesel",10.5,197100,"Five Dock","NSW","SUV",4,7,9999
"Ram",2021,"USED","Automatic",8,5.7,"4WD","Premium",12.2,26335,"Wollongong","NSW","Ute / Tray",4,5,90888
"Ford",2009,"USED","Automatic",6,4,"Rear","Unleaded",10.5,190093,"Blacktown","NSW","Sedan",4,5,12999
"Mazda",2016,"USED","Automatic",4,2,"Rear","Premium",7.1,83062,"Burwood","NSW","Convertible",2,2,33500
"Hyundai",2011,"USED","Automatic",4,1.6,"Front","Diesel",6,102120,"Southport","QLD","Hatchback",5,5,11999
"Toyota",2018,"USED","Automatic",6,3.5,"Front","Unleaded",9.1,122793,"Brookvale","NSW","SUV",4,7,37880
"Skoda",2023,"DEMO","Automatic",4,2,"4WD","Premium",7.5,1502,"Artarmon","NSW","SUV",4,7,70990
"Volkswagen",2016,"USED","Manual",4,1.2,"Front","Premium",4.8,55478,"Wollongong","NSW","Hatchback",5,5,17888
"Hyundai",2015,"USED","Automatic",4,2,"Front","Unleaded",7.5,83239,"Sylvania","NSW","Wagon",4,5,16995
"Toyota",2021,"USED","Automatic",4,1.8,"Front","Hybrid",4.2,23010,"Brookvale","NSW","Hatchback",5,5,39888
"Kia",2017,"USED","Automatic",4,2.2,"AWD","Diesel",7.2,28360,"Alexandria","NSW","SUV",4,7,39990
"Toyota",2013,"USED","Automatic",4,2.4,"Front","Unleaded",8.9,209000,"Castle Hill","NSW","Wagon",4,8,17990
"Audi",2013,"USED","Automatic",6,3,"AWD","Diesel",6.6,270000,"Haberfield","NSW","Sedan",4,5,33990
"Subaru",2011,"USED","Automatic",4,2.5,"AWD","Premium",8.4,225025,"Campbelltown","NSW","SUV",4,5,8990
"Kia",2018,"USED","Automatic",4,2,"Front","Unleaded",7.1,84266,"Wollongong","NSW","Sedan",4,5,23990
"Kia",2019,"USED","Automatic",4,2,"Front","Unleaded",7.4,65819,"Arncliffe","NSW","Hatchback",5,5,26990
"Ford",2022,"USED","Automatic",4,2,"AWD","Premium",8.6,10533,"Warwick Farm","NSW","SUV",4,5,45700
"Honda",2019,"USED","Automatic",4,1.8,"Front","Unleaded",6.6,58847,"Smithfield","NSW","SUV",4,5,26800
"Hyundai",2017,"USED","Automatic",4,2,"Front","Unleaded",7.9,74878,"Windsor","NSW","SUV",4,5,26990
"Mazda",2018,"USED","Automatic",5,3.2,"Rear","Diesel",8.9,212912,"Bankstown","NSW","Ute / Tray",4,5,22990
"Nissan",2014,"USED","Automatic",4,2.5,"Front","Unleaded",7.9,95112,"Waterloo","NSW","SUV",4,7,22888
"Mitsubishi",2023,"USED","Automatic",4,2.4,"4WD","Diesel",8.6,56,"Ryde","NSW","Ute / Tray",4,5,45880
"Nissan",2018,"USED","Automatic",4,2,"Front","Unleaded",6.9,172117,"Five Dock","NSW","SUV",4,5,17999
"BMW",2004,"USED","Manual",6,2.2,"Rear","Premium",10.1,268205,"Kellyville","NSW","Coupe",2,5,3999
"Hyundai",2012,"USED","Manual",4,1.6,"Front","Unleaded",6.4,173949,"Minchinbury","NSW","Hatchback",3,4,14995
"Holden",2013,"USED","Automatic",6,3.6,"Rear","Unleaded",9.8,130997,"Campbelltown","NSW","Wagon",4,5,24950
"Holden",2015,"USED","Automatic",4,2.2,"AWD","Diesel",8.1,147974,"Archerfield","QLD","SUV",4,7,11990
"Toyota",2023,"USED","Automatic",6,3.3,"4WD","Diesel",8.9,52897,"Gateshead","NSW","SUV",4,5,119990
"Holden",2006,"USED","Automatic",4,1.8,"Front","Unleaded",8.2,127968,"Lansvale","NSW","Hatchback",5,5,5990
"Volkswagen",2007,"USED","Automatic",4,2,"Front","Premium",8.2,130259,"Leichhardt","NSW","Convertible",2,4,9420
"Mazda",2019,"USED","Automatic",4,2,"Front","Unleaded",6.1,47979,"Campbelltown","NSW","Sedan",4,5,29990
"Toyota",2013,"USED","Automatic",4,2.5,"Front","Unleaded",7.8,213000,"Haberfield","NSW","Sedan",4,5,12990
"Volkswagen",2007,"USED","Automatic",4,2,"Front","Premium",8.2,159876,"Laverton North","VIC","Convertible",2,4,15990
