"Brand","Year","UsedOrNew","Transmission","Cylinders","EngineDisplacement","DriveType","FuelType","Litersper100km","Kilometres","City","State","BodyType","Doors","Seats","Price"
"Jeep",2022,"NEW","Automatic",6,3.6,"4WD","Unleaded",10.3,21,"Coffs Harbour","NSW","SUV",4,5,87987
"Hyundai",2018,"USED","Automatic",4,2.4,"Front","Unleaded",8.3,114004,"Traralgon","VIC","Sedan",4,5,22999
"Mazda",2016,"USED","Manual",4,2.5,"Front","Unleaded",6.5,70553,"Belconnen","ACT","Sedan",4,5,19725
"Haval",2020,"USED","Automatic",4,2,"4WD","Premium",10.9,121426,"South Tamworth","NSW","SUV",4,7,35990
"Mercedes-Benz",2017,"USED","Automatic",4,2,"Rear","Premium",6.5,32550,"Coffs Harbour","NSW","Sedan",4,4,44450
"Porsche",2020,"USED","Automatic",6,2.9,"AWD","Premium",9.4,39650,"Rydalmere","NSW","SUV",4,5,164950
"Kia",2015,"USED","Automatic",4,2,"Front","Unleaded",8.8,87348,"Phillip","ACT","SUV",4,5,18990
"Ford",2016,"USED","Automatic",4,2,"AWD","Diesel",5.6,156832,"Seymour","VIC","SUV",4,5,18990
"Toyota",2023,"USED","Automatic",4,2.5,"Front","Hybrid",4.8,46,"Alexandria","NSW","SUV",5,5,64990
"Ssangyong",2014,"USED","Automatic",4,2,"Rear","Diesel",7.8,161877,"Port Macquarie","NSW","Wagon",4,7,12990
"Holden",2019,"USED","Automatic",4,2,"Front","Premium",7.7,42098,"Belconnen","ACT","Wagon",4,5,23735
"Audi",2023,"DEMO","Automatic",4,2,"AWD","Premium",6.6,2088,"Artarmon","NSW","Sedan",4,5,69788
"Toyota",2017,"USED","Automatic",4,1.8,"Front","Unleaded",6.1,93019,"Fyshwick","ACT","Hatchback",5,5,23880
"Subaru",2018,"USED","Automatic",4,2.5,"AWD","Unleaded",7.3,82492,"Traralgon","VIC","Sedan",4,5,26999
"LDV",2020,"USED","Automatic",4,1.9,"Rear","Diesel",8.6,20862,"Port Macquarie","NSW","Commercial",4,2,29990
"Audi",2014,"USED","Automatic",4,1.4,"Front","Premium",4.9,85738,"Phillip","ACT","Convertible",2,4,19990
"Mazda",2023,"DEMO","Automatic",4,2.2,"AWD","Diesel",6,15,"Kirrawee","NSW","SUV",4,7,68800
"Toyota",2019,"USED","Automatic",4,2.5,"Front","Unleaded",7.8,50216,"Wodonga","VIC","Sedan",4,5,31990
"Audi",2016,"USED","Automatic",4,1.4,"Front","Premium",5.9,52180,"Phillip","ACT","SUV",4,5,27990
"Volkswagen",2023,"DEMO","Automatic",6,3,"AWD","Diesel",8.4,21,"Liverpool","NSW","Ute / Tray",4,5,78990
"Mini",2017,"USED","Automatic",3,1.5,"Front","Premium",6,59092,"West Ballina","NSW","SUV",4,5,35890
"Toyota",2019,"USED","Automatic",4,2.8,"4WD","Diesel",8.5,92124,"Wodonga","VIC","Ute / Tray",4,5,55990
"Subaru",2017,"USED","Automatic",4,2,"AWD","Diesel",6.3,153350,"Fyshwick","ACT","SUV",4,5,20990
"LDV",2019,"USED","Automatic",4,2.8,"4WD","Diesel",9.6,24298,"Alexandria","NSW","Ute / Tray",4,5,31990
"Kia",2019,"USED","Automatic",4,2,"Front","Unleaded",7.4,25343,"Traralgon","VIC","Sedan",4,5,24999
"Ford",2018,"USED","Automatic",4,2,"Front","Diesel",6.7,46193,"Wodonga","VIC","SUV",4,5,37990
"Audi",2022,"DEMO","Automatic",4,2,"AWD","Hybrid",8,200,"Artarmon","NSW","SUV",4,5,94788
"Ford",2020,"USED","Automatic",4,2,"4WD","Diesel",7,33587,"Wodonga","VIC","SUV",4,7,64990
"Ford",2016,"USED","Manual",3,1,"Front","Premium",5.7,107602,"Wauchope","NSW","SUV",4,5,12750
"Mazda",2014,"USED","Automatic",4,2,"Front","Unleaded",6.4,117307,"Bairnsdale","VIC","SUV",4,5,22590
"Toyota",2019,"USED","Automatic",4,1.8,"Front","Hybrid",4.2,68333,"Traralgon","VIC","Hatchback",5,5,32990
"Mercedes-Benz",2020,"USED","Automatic",6,3,"AWD","Premium",10.4,22785,"Artarmon","NSW","SUV",4,5,95900
"Holden",2014,"USED","Automatic",4,2.8,"4WD","Diesel",9.4,138550,"Wangaratta","VIC","SUV",4,7,27990
"Mitsubishi",2015,"USED","Manual",4,2.4,"4WD","Diesel",7.2,196657,"Port Macquarie","NSW","Ute / Tray",4,5,24990
"Kia",2017,"USED","Automatic",4,2.2,"Front","Diesel",7.7,246117,"Traralgon","VIC","Wagon",4,8,24990
"Mitsubishi",2015,"USED","Automatic",4,2.4,"4WD","Diesel",8,64967,"Wangaratta","VIC","SUV",4,5,36990
"Toyota",2020,"USED","Automatic",4,2,"Front","Unleaded",6,59399,"Phillip","ACT","Hatchback",5,5,28100
"Toyota",2015,"USED","Automatic",4,2.8,"4WD","Diesel",8.5,116785,"Port Macquarie","NSW","Ute / Tray",4,5,44990
"Ford",2018,"USED","Automatic",4,2,"AWD","Diesel",6.7,94557,"Shepparton","VIC","SUV",4,5,32990
"Ford",2020,"USED","Automatic",5,3.2,"4WD","Diesel",8.7,189253,"Traralgon","VIC","Ute / Tray",4,5,30999
"Mazda",2016,"USED","Automatic",5,3.2,"4WD","Diesel",9.2,205245,"Shepparton","VIC","Ute / Tray",4,5,34990
"Ford",2018,"USED","Automatic",5,3.2,"4WD","Diesel",8.7,101158,"Traralgon","VIC","Ute / Tray",2,2,36999
"Jeep",2016,"USED","Automatic",4,1.4,"Front","Premium",5.9,84314,"Lismore","NSW","SUV",4,5,19990
"Isuzu",2017,"USED","Automatic",4,3,"4WD","Diesel",8.1,82383,"Lismore","NSW","SUV",4,7,44995
"Kia",2019,"USED","Automatic",4,1.2,"Front","Unleaded",5.8,22868,"Phillip","ACT","Hatchback",5,5,18800
"Volkswagen",2018,"USED","Automatic",4,2,"AWD","Premium",7.5,56613,"Lismore","NSW","SUV",4,5,33995
"Kia",2019,"USED","Automatic",4,1.6,"Front","Unleaded",6.8,23697,"Echuca","VIC","Hatchback",5,5,32950
"Holden",2015,"USED","Automatic",4,1.6,"Front","Unleaded",6.6,125581,"Armidale","NSW","Hatchback",5,5,11990
"Toyota",2019,"USED","Automatic",4,2.8,"4WD","Diesel",8.5,134013,"Lismore","NSW","Ute / Tray",4,5,43995
"Volkswagen",2020,"USED","Automatic",4,2,"AWD","Premium",7.9,16372,"Traralgon","VIC","SUV",4,7,40999
"Honda",2011,"USED","Automatic",4,2.4,"Front","Unleaded",8.9,220395,"Phillip","ACT","Wagon",4,7,12888
"Nissan",2014,"USED","Automatic",4,2.5,"4WD","Diesel",10.5,158076,"Shepparton","VIC","Ute / Tray",4,5,22990
"Ford",2001,"USED","Automatic",6,3,"4WD","Unleaded",13,212085,"Shepparton","VIC","SUV",4,5,5990
"Toyota",2015,"USED","Automatic",4,2.5,"Front","Hybrid",5.2,72088,"Kyabram","VIC","Sedan",4,5,28990
"Ford",2018,"USED","Automatic",3,1.5,"Front","Unleaded",6.4,83075,"Traralgon","VIC","Hatchback",4,5,18999
"Holden",2011,"USED","Automatic",6,3.6,"Rear","Unleaded",10.1,201231,"Traralgon","VIC","Ute / Tray",2,2,16990
"Hyundai",2020,"USED","Automatic",4,2,"Front","Unleaded",7.4,56071,"Phillip","ACT","Hatchback",4,5,21870
"Hyundai",2016,"USED","Manual",4,2,"Front","Unleaded",7.9,231209,"Traralgon","VIC","SUV",4,5,13990
"Toyota",2017,"USED","Automatic",4,2.5,"AWD","Unleaded",8.5,76410,"Seymour","VIC","SUV",4,5,35990
"Subaru",2019,"USED","Automatic",4,2.5,"AWD","Unleaded",7.3,103366,"Traralgon","VIC","SUV",4,5,32999
"Toyota",2018,"USED","Automatic",4,1.2,"Front","Premium",5.5,63108,"Traralgon","VIC","SUV",4,5,28999
"Renault",2018,"USED","Automatic",4,2,"4WD","Diesel",6.1,42859,"Hume","ACT","SUV",4,5,29990
"Nissan",2009,"USED","Manual",4,2.5,"4WD","Diesel",9.2,294536,"Traralgon","VIC","Ute / Tray",4,5,12990
"Toyota",2017,"USED","Automatic",4,2.8,"4WD","Diesel",8.5,276375,"Kyabram","VIC","Ute / Tray",4,5,36990
"Holden",2017,"USED","Automatic",4,2.8,"4WD","Diesel",9.1,147604,"Seymour","VIC","Ute / Tray",4,5,36990
"Ford",2016,"USED","Automatic",5,3.2,"4WD","Diesel",9,113991,"Seymour","VIC","Ute / Tray",4,5,41990
"Mercedes-Benz",2015,"USED","Automatic",4,1.6,"Front","Premium",6.1,77431,"Phillip","ACT","Hatchback",5,5,29990
"Mazda",2005,"USED","Automatic",4,2.3,"Front","Premium",8.9,189567,"Dandenong","VIC","Hatchback",5,5,9799
"Holden",2015,"USED","Automatic",4,2.8,"4WD","Diesel",9.4,138790,"Traralgon","VIC","SUV",4,7,27990
"Hyundai",2018,"USED","Automatic",4,2.5,"Rear","Diesel",8.8,39073,"Dandenong South","VIC","Commercial",4,3,40950
"Kia",2019,"USED","Automatic",4,2,"Front","Unleaded",7.4,52448,"Phillip","ACT","Sedan",4,5,21870
"Nissan",2013,"USED","Automatic",4,2,"Front","Unleaded",8.2,175187,"Bayswater","VIC","SUV",4,5,12999
"Ford",2013,"USED","Automatic",6,2.7,"Rear","Diesel",8.2,192388,"Traralgon","VIC","SUV",4,5,16990
"Toyota",2020,"USED","Automatic",4,2.8,"Rear","Diesel",8.2,86280,"Dandenong South","VIC","Commercial",4,2,51950
"Isuzu",2019,"USED","Automatic",4,3,"4WD","Diesel",8.1,138702,"Dandenong South","VIC","SUV",4,7,42950
"BMW",2018,"USED","Automatic",4,2,"AWD","Premium",6.6,94970,"Phillip","ACT","SUV",4,5,37380
"Subaru",2017,"USED","Automatic",4,2.5,"AWD","Unleaded",8.1,62841,"Seymour","VIC","SUV",4,5,30999
"Toyota",2020,"USED","Automatic",4,1.2,"Front","Premium",6.4,21701,"Coffs Harbour","NSW","SUV",5,5,38750
"Ford",2018,"USED","Automatic",5,3.2,"4WD","Diesel",8.5,26409,"Coffs Harbour","NSW","SUV",4,7,52990
"Toyota",2016,"USED","Automatic",4,2,"Front","Unleaded",7.4,177710,"Dandenong","VIC","SUV",4,5,23999
"Hyundai",2019,"USED","Automatic",4,2.4,"Front","Unleaded",8.3,139042,"Traralgon","VIC","Sedan",4,5,20999
"Mazda",2017,"USED","Automatic",4,2.5,"AWD","Unleaded",7.5,42647,"Phillip","ACT","SUV",4,5,34450
"Mitsubishi",2014,"USED","Automatic",4,3.2,"4WD","Diesel",9,282674,"Coffs Harbour","NSW","SUV",4,5,25999
"Volkswagen",2018,"USED","Automatic",6,3,"4WD","Diesel",7.8,177188,"Echuca","VIC","Ute / Tray",4,5,42990
"Honda",2019,"USED","Automatic",4,2.4,"Front","Unleaded",7.8,39840,"Vermont","VIC","Wagon",4,7,47990
"Volkswagen",2014,"USED","Automatic",4,2,"4WD","Diesel",8.3,170132,"Fyshwick","ACT","Ute / Tray",4,5,22990
"Jeep",2023,"NEW","Automatic",4,2,"4WD","Diesel",6.9,40,"Traralgon","VIC","SUV",4,5,55574
"Holden",2017,"USED","Automatic",4,2.8,"Rear","Diesel",8.9,126103,"Coffs Harbour","NSW","Ute / Tray",4,5,37999
"Suzuki",2019,"USED","Automatic",4,1.4,"Front","Unleaded",5.4,13808,"Traralgon","VIC","Hatchback",4,5,22999
"Jaguar",2018,"USED","Automatic",4,2,"AWD","Diesel",5.6,95000,"Dandenong","VIC","SUV",4,5,42000
"Ford",2017,"USED","Manual",5,3.2,"4WD","Diesel",8.3,207949,"Wickham","NSW","Ute / Tray",4,5,22850
"Isuzu",2018,"USED","Automatic",4,3,"Rear","Diesel",7.7,91171,"Lavington","NSW","Ute / Tray",4,5,38990
"Ford",2014,"USED","Automatic",5,3.2,"4WD","Diesel",9.2,235718,"Traralgon","VIC","Ute / Tray",2,2,21990
"Ford",1993,"USED","Manual",8,4.9,"Rear","Unleaded",15,409184,"Fyshwick","ACT","Sedan",4,5,67500
"Great",2019,"USED","Manual",4,2,"4WD","Diesel",9,88974,"Beresfield","NSW","Ute / Tray",4,5,16800
"Toyota",2018,"USED","Automatic",4,1.2,"Front","Premium",5.5,85422,"Echuca","VIC","SUV",4,5,28950
"Mitsubishi",2008,"USED","Automatic",6,3,"4WD","Unleaded",10.9,211121,"Tugun","QLD","SUV",4,7,10990
"Ford",2005,"USED","Automatic",8,5.4,"Rear","Unleaded",14.5,285000,"Holbrook","NSW","Sedan",4,5,14990
"Toyota",2016,"USED","Automatic",4,2,"Front","Unleaded",7.4,60515,"Maitland","NSW","SUV",4,5,28990
"Nissan",2015,"USED","Automatic",4,2.3,"4WD","Diesel",7.1,282667,"Traralgon","VIC","Ute / Tray",4,5,24990
"Lexus",2020,"USED","Automatic",6,3.5,"Rear","Premium",9.1,29288,"Belconnen","ACT","Coupe",2,4,68888
"Toyota",2008,"USED","Automatic",8,4.7,"4WD","Unleaded",14.5,223778,"Coffs Harbour","NSW","SUV",4,8,49999
"Holden",2018,"USED","Automatic",4,2,"Front","Premium",7.7,143806,"Hamilton North","NSW","Wagon",4,5,14990
"Mitsubishi",2008,"USED","Manual",4,3.2,"4WD","Diesel",9.2,326184,"Bayswater","VIC","SUV",4,7,14650
"Isuzu",2021,"USED","Automatic",4,3,"4WD","Diesel",8.3,23424,"Lavington","NSW","SUV",4,7,66388
"Volkswagen",2016,"USED","Automatic",4,1.4,"Front","Premium",6.3,112272,"Nowra","NSW","SUV",4,5,23990
"Ford",2020,"USED","Automatic",5,3.2,"4WD","Diesel",8.7,196922,"Traralgon","VIC","Ute / Tray",4,5,30999
"BMW",2018,"USED","Automatic",4,2,"AWD","Diesel",5.1,72232,"Fyshwick","ACT","SUV",4,5,38830
"Mitsubishi",2020,"USED","Automatic",4,2.4,"AWD","Unleaded",7.2,49191,"Maryville","NSW","SUV",4,7,31771
"Toyota",2018,"USED","Automatic",4,1.2,"Front","Premium",5.5,62428,"Wodonga","VIC","SUV",4,5,29990
"Hyundai",2019,"USED","Automatic",4,2,"Front","Unleaded",7.4,36425,"Dandenong South","VIC","Hatchback",4,5,24490
"Kia",2010,"USED","Automatic",6,3.8,"Front","Unleaded",12.8,195900,"Waratah","NSW","Wagon",4,8,10990
"Ford",2019,"USED","Automatic",5,3.2,"4WD","Diesel",8.9,190723,"Traralgon","VIC","Ute / Tray",4,5,37999
"Hyundai",2019,"USED","Automatic",4,2,"Front","Unleaded",7.4,62969,"Wodonga","VIC","Hatchback",4,5,25990
"Suzuki",2022,"USED","Automatic",4,1.4,"Front","Unleaded",5.4,17079,"Phillip","ACT","Hatchback",4,5,20670
"Honda",2015,"USED","Automatic",4,2.4,"Front","Unleaded",7.8,115957,"Ashmore","QLD","Wagon",4,7,27990
"Holden",2020,"USED","Automatic",4,2.8,"4WD","Diesel",8.6,97680,"Traralgon","VIC","Ute / Tray",4,5,36999
"Volkswagen",2019,"USED","Automatic",4,2,"AWD","Premium",7.5,60325,"Wodonga","VIC","SUV",4,5,32990
"Toyota",2013,"USED","Automatic",4,1.8,"Front","Unleaded",6.6,119960,"East Maitland","NSW","Hatchback",5,5,20990
"BMW",2022,"USED","Automatic",4,2,"Rear","Premium",7,5338,"Traralgon","VIC","Wagon",4,5,79999
"Audi",2017,"USED","Automatic",4,2,"AWD","Diesel",5.5,87663,"Fyshwick","ACT","SUV",4,5,41830
"Subaru",2013,"USED","Automatic",4,2,"AWD","Unleaded",7.1,168651,"Thomastown","VIC","SUV",4,5,16990
"Kia",2020,"USED","Automatic",4,2.2,"Front","Diesel",7.6,60188,"Nowra","NSW","Wagon",4,8,39990
"GWM",2023,"NEW","Automatic",4,2,"4WD","Diesel",9.4,40,"Traralgon","VIC","Ute / Tray",4,5,47490
"Toyota",2019,"USED","Automatic",4,2,"Front","Unleaded",6,57665,"Wodonga","VIC","Hatchback",5,5,27990
"Holden",2017,"USED","Automatic",6,3,"Rear","Unleaded",8.6,116908,"Traralgon","VIC","Wagon",4,5,20999
"Skoda",2022,"DEMO","Automatic",4,1.4,"Front","Premium",6.5,25,"Hamilton East","NSW","SUV",4,5,42760
"Volkswagen",2015,"USED","Automatic",4,1.4,"Front","Premium",5.3,70833,"Wodonga","VIC","Wagon",4,5,19990
"Volkswagen",2016,"USED","Automatic",4,2,"AWD","Premium",7.5,112390,"Cardiff","NSW","SUV",4,5,21998
"Mazda",2016,"USED","Automatic",4,1.5,"Front","Unleaded",5.5,133464,"Upper Ferntree Gully","VIC","Hatchback",5,5,15999
"Subaru",2019,"USED","Automatic",4,2,"AWD","Diesel",6.3,152908,"Traralgon","VIC","SUV",4,5,26999
"Toyota",2017,"USED","Automatic",4,2.8,"4WD","Diesel",8.5,220382,"Mayfield West","NSW","Ute / Tray",4,5,34250
"HSV",2013,"USED","Automatic",8,6.2,"Rear","Premium",14.2,76221,"Wodonga","VIC","Wagon",4,5,65990
"Volkswagen",2019,"USED","Automatic",6,3,"4WD","Diesel",8.9,56312,"Phillip","ACT","Ute / Tray",4,5,55990
"Hyundai",2004,"USED","Automatic",6,2.7,"Front","Unleaded",12,260718,"Traralgon","VIC","Wagon",4,7,6990
"Subaru",2015,"USED","Automatic",4,2,"AWD","Unleaded",6.8,153709,"Maryville","NSW","Hatchback",5,5,15980
"Ford",2014,"USED","Automatic",6,2.7,"AWD","Diesel",8.8,152703,"Wangaratta","VIC","SUV",4,5,16990
"Honda",2021,"USED","Automatic",4,1.5,"Front","Unleaded",6,19415,"Gateshead","NSW","Sedan",4,5,38990
"Toyota",2018,"USED","Automatic",4,2.8,"Rear","Diesel",8.1,125842,"Traralgon","VIC","Ute / Tray",4,5,35999
"Hyundai",2022,"USED","Automatic",4,2.2,"AWD","Diesel",6.1,3024,"Phillip","ACT","SUV",4,7,70321
"Toyota",2015,"USED","Manual",4,3,"4WD","Diesel",8.2,231762,"Hamilton North","NSW","Ute / Tray",2,3,21990
"Toyota",2015,"USED","Automatic",4,1.3,"Front","Unleaded",6.3,35929,"Burwood","VIC","Hatchback",5,5,19480
"Toyota",2023,"USED","Automatic",4,2,"Front","Unleaded",6,35,"Raymond Terrace","NSW","Hatchback",5,5,37990
"Hyundai",2018,"USED","Automatic",4,1.6,"AWD","Unleaded",6.7,86853,"Bairnsdale","VIC","SUV",4,5,29990
"Kia",2015,"USED","Automatic",4,2.2,"AWD","Diesel",7.8,99530,"East Maitland","NSW","SUV",4,7,29986
"Holden",2017,"USED","Automatic",8,6.2,"Rear","Unleaded",12.4,73218,"Seymour","VIC","Ute / Tray",2,2,64990
"Mitsubishi",2021,"USED","Automatic",4,2.4,"AWD","Unleaded",7.2,59487,"Narre Warren","VIC","SUV",4,7,33888
"Mitsubishi",2020,"USED","Automatic",4,2,"Front","Unleaded",7.6,59466,"Gungahlin","ACT","SUV",4,5,25980
"Hyundai",2018,"USED","Automatic",4,2,"Front","Unleaded",7.9,26702,"Bennetts Green","NSW","SUV",4,5,29990
"Mazda",2017,"USED","Automatic",5,3.2,"4WD","Diesel",8.9,200460,"Bairnsdale","VIC","Ute / Tray",4,4,26990
"Volkswagen",2018,"USED","Automatic",6,3,"4WD","Diesel",7.8,129623,"Rutherford","NSW","Ute / Tray",4,5,36950
"Hyundai",2013,"USED","Automatic",4,1.4,"Front","Unleaded",6.4,94024,"Dandenong","VIC","Hatchback",5,5,13989
"Holden",2009,"USED","Automatic",6,3.6,"Rear","Unleaded",11.6,193454,"Shepparton","VIC","Ute / Tray",2,2,17990
"Toyota",2013,"USED","Manual",4,1.8,"Front","Unleaded",7.1,58590,"Maryville","NSW","Hatchback",5,5,16700
"Volkswagen",2012,"USED","Automatic",6,3.6,"AWD","Premium",9.7,138178,"Alphington","VIC","Sedan",4,5,14988
"Toyota",2022,"USED","Automatic",4,2.8,"4WD","Diesel",8.4,11794,"Fyshwick","ACT","Ute / Tray",4,5,67880
"Mitsubishi",2012,"USED","Manual",4,2,"Front","Unleaded",6.9,205498,"Kurri Kurri","NSW","Sedan",4,5,9990
"Mazda",2018,"USED","Automatic",4,2,"Front","Unleaded",5.7,140807,"Dandenong","VIC","Sedan",4,5,19989
"Toyota",2018,"USED","Automatic",8,4.5,"4WD","Diesel",9.5,123414,"Shepparton","VIC","SUV",4,7,92990
"Holden",2017,"USED","Automatic",4,2.8,"Rear","Diesel",8.8,47210,"Hamilton North","NSW","Ute / Tray",2,2,29990
"Kia",2020,"USED","Automatic",4,2,"Front","Unleaded",7.4,23493,"Shepparton","VIC","Hatchback",5,5,27490
"Opel",2013,"USED","Automatic",4,1.6,"Front","Premium",7.4,102465,"Hume","ACT","Wagon",4,5,11700
"Kia",2012,"USED","Automatic",6,3.5,"Front","Unleaded",10.9,195273,"Bayswater","VIC","Wagon",4,8,13499
"Suzuki",2013,"USED","Automatic",4,2.4,"Rear","Unleaded",9.5,112100,"Hamilton","NSW","SUV",4,5,15990
"Toyota",2015,"USED","Automatic",4,1.5,"Front","Unleaded",6.3,14198,"Mulgrave","VIC","Hatchback",5,5,21950
"Toyota",2019,"USED","Automatic",4,2,"Front","Unleaded",6.5,67327,"Cessnock","NSW","SUV",5,5,36990
"Mitsubishi",2021,"USED","Automatic",4,2,"Front","Unleaded",7.6,40663,"Lismore","NSW","SUV",4,5,28995
"Honda",2006,"USED","Automatic",4,1.8,"Front","Unleaded",7.2,98675,"Ashmore","QLD","Sedan",4,5,9999
"Nissan",2011,"USED","Manual",4,2.5,"4WD","Unleaded",9.1,248318,"Fyshwick","ACT","SUV",4,5,8549
"Suzuki",2009,"USED","Automatic",4,2.4,"4WD","Unleaded",9.9,207005,"Beresfield","NSW","SUV",4,5,8800
"Holden",2016,"USED","Manual",6,3.6,"Rear","Unleaded",9.7,66518,"Berwick","VIC","Sedan",4,5,28999
"Mazda",2018,"USED","Automatic",4,2.5,"AWD","Unleaded",7.5,72286,"Lismore","NSW","SUV",4,5,32995
"Nissan",2016,"USED","Manual",4,2.3,"Rear","Diesel",6.6,101628,"East Maitland","NSW","Ute / Tray",2,2,23986
"Mitsubishi",2013,"USED","Manual",4,2,"Front","Unleaded",6.9,66039,"Thomastown","VIC","Sedan",4,5,12990
"GWM",2022,"DEMO","Automatic",4,2,"AWD","Premium",9.8,10,"Belconnen","ACT","SUV",4,5,42490
"Toyota",2016,"USED","Automatic",4,2.7,"Rear","Unleaded",10.9,81522,"Lismore","NSW","Ute / Tray",2,2,25995
"Toyota",2012,"USED","Manual",4,2,"Rear","Premium",7.8,49794,"HEIDELBERG","VIC","Coupe",2,4,27888
"Mitsubishi",2021,"USED","Automatic",4,2,"Front","Unleaded",7.6,43898,"Cessnock","NSW","SUV",4,5,27990
"Toyota",2017,"USED","Automatic",4,2.8,"4WD","Diesel",8,50267,"Vermont","VIC","SUV",4,7,68990
"Mazda",2014,"USED","Automatic",4,2,"Front","Unleaded",5.7,172889,"South Nowra","NSW","Sedan",4,5,14990
"Honda",2018,"USED","Automatic",4,1.5,"Front","Unleaded",6,179525,"Fyshwick","ACT","Sedan",4,5,22830
"Subaru",2015,"USED","Automatic",4,2,"AWD","Diesel",6.4,63506,"Tweed Heads South","NSW","SUV",4,5,25990
"Audi",2018,"USED","Automatic",4,2,"Front","Premium",5.8,135327,"Dandenong","VIC","Sedan",4,5,25990
"Holden",2016,"USED","Automatic",4,2.2,"AWD","Diesel",8.1,134548,"Warners Bay","NSW","SUV",4,7,22990
"Holden",2016,"USED","Automatic",8,6.2,"Rear","Premium",11.8,105138,"Shepparton","VIC","Wagon",4,5,54990
"Subaru",2013,"USED","Automatic",4,2.5,"AWD","Premium",7.9,149825,"Pakenham","VIC","Sedan",4,5,16990
"Toyota",2018,"USED","Automatic",4,2.5,"Front","Unleaded",7.8,95034,"Phillip","ACT","Sedan",4,5,25300
"Hyundai",2008,"USED","Automatic",4,1.6,"Front","Unleaded",7.1,125173,"Traralgon","VIC","Hatchback",3,5,8990
"Hyundai",2012,"USED","Manual",4,2,"Front","Unleaded",8.5,158121,"Edgeworth","NSW","SUV",4,5,8990
"Kia",2011,"USED","Automatic",4,2,"Front","Unleaded",8.8,97196,"Preston","VIC","SUV",4,5,16670
"Ford",2014,"USED","Automatic",6,4,"Rear","Unleaded",10.6,285430,"Belmont","NSW","SUV",4,5,12490
"Subaru",2016,"USED","Automatic",4,2,"AWD","Unleaded",7.1,131276,"Traralgon","VIC","SUV",4,5,20999
"Mazda",2015,"USED","Automatic",4,2,"Front","Unleaded",5.8,57451,"Ringwood","VIC","Hatchback",5,5,23990
"Ford",2009,"USED","Manual",4,1.6,"Front","Unleaded",6.1,95532,"Phillip","ACT","Hatchback",5,5,6888
"Toyota",2016,"USED","Automatic",6,3.5,"Front","Unleaded",10.2,137000,"Dandenong","VIC","SUV",4,7,32999
"Mini",2015,"USED","Manual",4,2,"Front","Premium",6,98710,"Mayfield West","NSW","Hatchback",5,5,24490
"Holden",2014,"USED","Automatic",6,3,"Rear","Unleaded",8.3,98689,"Echuca","VIC","Sedan",4,5,19990
"Jeep",2015,"USED","Automatic",4,2.4,"4WD","Premium",8.6,79800,"New Lambton","NSW","SUV",4,5,14990
"Toyota",2018,"USED","Automatic",4,1.2,"Front","Premium",5.5,49919,"Dandenong South","VIC","SUV",4,5,32950
"Hyundai",2012,"USED","Automatic",4,1.4,"Front","Unleaded",6.4,143949,"Ringwood","VIC","Hatchback",5,5,12490
"Subaru",2018,"USED","Automatic",4,2,"AWD","Unleaded",7,35170,"Fyshwick","ACT","SUV",4,5,32830
"Isuzu",2022,"USED","Automatic",4,3,"4WD","Diesel",8.3,28910,"Seymour","VIC","SUV",4,7,69990
"Nissan",2012,"USED","Automatic",4,2,"Front","Unleaded",8.2,157645,"Warners Bay","NSW","SUV",4,5,13990
"Mercedes-Benz",2019,"USED","Automatic",4,1.6,"Front","Premium",5.7,14553,"Springvale","VIC","SUV",4,5,46988
"Toyota",2018,"USED","Automatic",4,2.8,"4WD","Diesel",8.5,211622,"Traralgon","VIC","Ute / Tray",4,5,35999
"Volkswagen",2014,"USED","Automatic",4,2,"4WD","Diesel",8.3,272740,"Cardiff","NSW","Ute / Tray",4,5,16913
"Subaru",2011,"USED","Automatic",4,2.5,"AWD","Unleaded",9.3,112227,"Preston","VIC","SUV",4,5,15888
"Toyota",2018,"USED","Automatic",4,1.2,"Front","Premium",5.5,87616,"Phillip","ACT","SUV",4,5,25980
"Toyota",2006,"USED","Automatic",4,2.7,"Rear","Unleaded",0,312315,"Cardiff","NSW","People Mover",3,14,19913
"Mazda",2018,"USED","Automatic",4,2.5,"Front","Unleaded",6.6,45353,"Pakenham","VIC","Sedan",4,5,30990
"Holden",2016,"USED","Automatic",4,2.2,"AWD","Diesel",8.1,120274,"Echuca","VIC","SUV",4,7,19950
"Toyota",2019,"USED","Automatic",4,2,"Front","Unleaded",6.5,145518,"Dandenong","VIC","SUV",5,5,33999
"Nissan",2006,"USED","Automatic",6,4.8,"4WD","Unleaded",17.2,228460,"Mayfield West","NSW","SUV",4,7,20990
"Toyota",2018,"USED","Automatic",4,1.2,"Front","Premium",5.5,77821,"Phillip","ACT","SUV",4,5,29250
"Subaru",2018,"USED","Automatic",4,2,"AWD","Unleaded",7,48244,"Seymour","VIC","SUV",4,5,34990
"Haval",2018,"USED","Automatic",4,2,"Front","Premium",9.8,68479,"Mayfield West","NSW","SUV",4,5,21990
"Toyota",2009,"USED","Automatic",6,3.5,"Front","Unleaded",9.9,162715,"Ringwood","VIC","Sedan",4,5,12990
"Holden",2014,"USED","Automatic",6,3.6,"Rear","Unleaded",9.9,209054,"Nowra","NSW","Ute / Tray",2,2,17999
"Kia",2011,"USED","Automatic",4,2.2,"AWD","Diesel",7.4,185010,"Traralgon","VIC","SUV",4,7,19990
